"fit.type";"year";"n.plots";"plots";"num.sp"
"heterogeneous";2017;4;"3_4_5_6";16
"heterogeneous";2018;4;"3_4_5_6";7
"heterogeneous";2019;4;"3_4_5_6";7
"heterogeneous";2015;4;"3_4_5_7";12
"heterogeneous";2016;4;"3_4_5_7";15
"heterogeneous";2017;4;"3_4_5_7";16
"heterogeneous";2018;4;"3_4_5_7";7
"heterogeneous";2019;4;"3_4_5_7";15
"heterogeneous";2015;4;"3_4_5_8";14
"heterogeneous";2016;4;"3_4_5_8";15
"heterogeneous";2017;4;"3_4_5_8";16
"heterogeneous";2018;4;"3_4_5_8";7
"heterogeneous";2019;4;"3_4_5_8";12
"heterogeneous";2015;4;"3_4_5_9";12
"heterogeneous";2016;4;"3_4_5_9";14
"heterogeneous";2017;4;"3_4_5_9";16
"heterogeneous";2018;4;"3_4_5_9";7
"heterogeneous";2019;4;"3_4_5_9";10
"heterogeneous";2015;4;"3_4_6_7";14
"heterogeneous";2016;4;"3_4_6_7";14
"heterogeneous";2017;4;"3_4_6_7";16
"heterogeneous";2018;4;"3_4_6_7";7
"heterogeneous";2019;4;"3_4_6_7";15
"heterogeneous";2015;4;"3_4_6_8";15
"heterogeneous";2016;4;"3_4_6_8";14
"heterogeneous";2017;4;"3_4_6_8";16
"heterogeneous";2018;4;"3_4_6_8";7
"heterogeneous";2019;4;"3_4_6_8";12
"heterogeneous";2015;4;"3_4_6_9";14
"heterogeneous";2016;4;"3_4_6_9";13
"heterogeneous";2017;4;"3_4_6_9";16
"heterogeneous";2018;4;"3_4_6_9";7
"heterogeneous";2019;4;"3_4_6_9";10
"heterogeneous";2015;4;"3_4_7_8";13
"heterogeneous";2016;4;"3_4_7_8";15
"heterogeneous";2017;4;"3_4_7_8";16
"heterogeneous";2018;4;"3_4_7_8";7
"heterogeneous";2019;4;"3_4_7_8";15
"heterogeneous";2015;4;"3_4_7_9";11
"heterogeneous";2016;4;"3_4_7_9";15
"heterogeneous";2017;4;"3_4_7_9";16
"heterogeneous";2018;4;"3_4_7_9";7
"heterogeneous";2019;4;"3_4_7_9";15
"heterogeneous";2015;4;"3_4_8_9";13
"heterogeneous";2016;4;"3_4_8_9";14
"heterogeneous";2017;4;"3_4_8_9";16
"heterogeneous";2018;4;"3_4_8_9";7
"heterogeneous";2019;4;"3_4_8_9";12
"heterogeneous";2015;4;"3_5_6_7";15
"heterogeneous";2016;4;"3_5_6_7";15
"heterogeneous";2017;4;"3_5_6_7";16
"heterogeneous";2018;4;"3_5_6_7";7
"heterogeneous";2019;4;"3_5_6_7";15
"heterogeneous";2015;4;"3_5_6_8";16
"heterogeneous";2016;4;"3_5_6_8";15
"heterogeneous";2017;4;"3_5_6_8";16
"heterogeneous";2018;4;"3_5_6_8";7
"heterogeneous";2019;4;"3_5_6_8";12
"heterogeneous";2015;4;"3_5_6_9";15
"heterogeneous";2016;4;"3_5_6_9";14
"heterogeneous";2017;4;"3_5_6_9";16
"heterogeneous";2018;4;"3_5_6_9";7
"heterogeneous";2019;4;"3_5_6_9";10
"heterogeneous";2015;4;"3_5_7_8";14
"heterogeneous";2016;4;"3_5_7_8";16
"heterogeneous";2017;4;"3_5_7_8";15
"heterogeneous";2018;4;"3_5_7_8";7
"heterogeneous";2019;4;"3_5_7_8";15
"heterogeneous";2015;4;"3_5_7_9";12
"heterogeneous";2016;4;"3_5_7_9";16
"heterogeneous";2017;4;"3_5_7_9";15
"heterogeneous";2018;4;"3_5_7_9";7
"heterogeneous";2019;4;"3_5_7_9";15
"heterogeneous";2015;4;"3_5_8_9";14
"heterogeneous";2016;4;"3_5_8_9";15
"heterogeneous";2017;4;"3_5_8_9";15
"heterogeneous";2018;4;"3_5_8_9";7
"heterogeneous";2019;4;"3_5_8_9";12
"heterogeneous";2015;4;"3_6_7_8";15
"heterogeneous";2016;4;"3_6_7_8";15
"heterogeneous";2017;4;"3_6_7_8";15
"heterogeneous";2018;4;"3_6_7_8";7
"heterogeneous";2019;4;"3_6_7_8";15
"heterogeneous";2015;4;"3_6_7_9";14
"heterogeneous";2016;4;"3_6_7_9";15
"heterogeneous";2017;4;"3_6_7_9";15
"heterogeneous";2018;4;"3_6_7_9";7
"heterogeneous";2019;4;"3_6_7_9";15
"heterogeneous";2015;4;"3_6_8_9";15
"heterogeneous";2016;4;"3_6_8_9";14
"heterogeneous";2017;4;"3_6_8_9";15
"heterogeneous";2018;4;"3_6_8_9";7
"heterogeneous";2019;4;"3_6_8_9";12
"heterogeneous";2015;4;"3_7_8_9";11
"heterogeneous";2016;4;"3_7_8_9";14
"heterogeneous";2017;4;"3_7_8_9";14
"heterogeneous";2018;4;"3_7_8_9";7
"heterogeneous";2019;4;"3_7_8_9";15
"heterogeneous";2015;4;"4_5_6_7";13
"heterogeneous";2016;4;"4_5_6_7";15
"heterogeneous";2017;4;"4_5_6_7";11
"heterogeneous";2018;4;"4_5_6_7";3
"heterogeneous";2019;4;"4_5_6_7";15
"heterogeneous";2015;4;"4_5_6_8";14
"heterogeneous";2016;4;"4_5_6_8";15
"heterogeneous";2017;4;"4_5_6_8";11
"heterogeneous";2018;4;"4_5_6_8";3
"heterogeneous";2019;4;"4_5_6_8";12
"heterogeneous";2015;4;"4_5_6_9";13
"heterogeneous";2016;4;"4_5_6_9";13
"heterogeneous";2017;4;"4_5_6_9";11
"heterogeneous";2018;4;"4_5_6_9";3
"heterogeneous";2019;4;"4_5_6_9";10
"heterogeneous";2015;4;"4_5_7_8";11
"heterogeneous";2016;4;"4_5_7_8";16
"heterogeneous";2017;4;"4_5_7_8";10
"heterogeneous";2018;4;"4_5_7_8";3
"heterogeneous";2019;4;"4_5_7_8";15
"heterogeneous";2015;4;"4_5_7_9";9
"heterogeneous";2016;4;"4_5_7_9";16
"heterogeneous";2017;4;"4_5_7_9";10
"heterogeneous";2018;4;"4_5_7_9";3
"heterogeneous";2019;4;"4_5_7_9";15
"heterogeneous";2015;4;"4_5_8_9";11
"heterogeneous";2016;4;"4_5_8_9";15
"heterogeneous";2017;4;"4_5_8_9";10
"heterogeneous";2018;4;"4_5_8_9";3
"heterogeneous";2019;4;"4_5_8_9";12
"heterogeneous";2015;4;"4_6_7_8";13
"heterogeneous";2016;4;"4_6_7_8";15
"heterogeneous";2017;4;"4_6_7_8";11
"heterogeneous";2018;4;"4_6_7_8";0
"heterogeneous";2019;4;"4_6_7_8";15
"heterogeneous";2015;4;"4_6_7_9";12
"heterogeneous";2016;4;"4_6_7_9";15
"heterogeneous";2017;4;"4_6_7_9";11
"heterogeneous";2018;4;"4_6_7_9";0
"heterogeneous";2019;4;"4_6_7_9";15
"heterogeneous";2015;4;"4_6_8_9";13
"heterogeneous";2016;4;"4_6_8_9";14
"heterogeneous";2017;4;"4_6_8_9";11
"heterogeneous";2018;4;"4_6_8_9";0
"heterogeneous";2019;4;"4_6_8_9";12
"heterogeneous";2015;4;"4_7_8_9";10
"heterogeneous";2016;4;"4_7_8_9";15
"heterogeneous";2017;4;"4_7_8_9";10
"heterogeneous";2018;4;"4_7_8_9";0
"heterogeneous";2019;4;"4_7_8_9";15
"heterogeneous";2015;4;"5_6_7_8";14
"heterogeneous";2016;4;"5_6_7_8";16
"heterogeneous";2017;4;"5_6_7_8";10
"heterogeneous";2018;4;"5_6_7_8";3
"heterogeneous";2019;4;"5_6_7_8";15
"heterogeneous";2015;4;"5_6_7_9";13
"heterogeneous";2016;4;"5_6_7_9";16
"heterogeneous";2017;4;"5_6_7_9";10
"heterogeneous";2018;4;"5_6_7_9";3
"heterogeneous";2019;4;"5_6_7_9";15
"heterogeneous";2015;4;"5_6_8_9";14
"heterogeneous";2016;4;"5_6_8_9";15
"heterogeneous";2017;4;"5_6_8_9";10
"heterogeneous";2018;4;"5_6_8_9";3
"heterogeneous";2019;4;"5_6_8_9";12
"heterogeneous";2015;4;"5_7_8_9";11
"heterogeneous";2016;4;"5_7_8_9";16
"heterogeneous";2017;4;"5_7_8_9";7
"heterogeneous";2018;4;"5_7_8_9";3
"heterogeneous";2019;4;"5_7_8_9";15
"heterogeneous";2015;4;"6_7_8_9";12
"heterogeneous";2016;4;"6_7_8_9";15
"heterogeneous";2017;4;"6_7_8_9";9
"heterogeneous";2018;4;"6_7_8_9";0
"heterogeneous";2019;4;"6_7_8_9";15
"heterogeneous";2015;5;"1_2_3_4_5";16
"heterogeneous";2016;5;"1_2_3_4_5";11
"heterogeneous";2017;5;"1_2_3_4_5";16
"heterogeneous";2018;5;"1_2_3_4_5";8
"heterogeneous";2019;5;"1_2_3_4_5";14
"heterogeneous";2015;5;"1_2_3_4_6";16
"heterogeneous";2016;5;"1_2_3_4_6";12
"heterogeneous";2017;5;"1_2_3_4_6";16
"heterogeneous";2018;5;"1_2_3_4_6";8
"heterogeneous";2019;5;"1_2_3_4_6";14
"heterogeneous";2015;5;"1_2_3_4_7";16
"heterogeneous";2016;5;"1_2_3_4_7";14
"heterogeneous";2017;5;"1_2_3_4_7";16
"heterogeneous";2018;5;"1_2_3_4_7";8
"heterogeneous";2019;5;"1_2_3_4_7";17
"heterogeneous";2015;5;"1_2_3_4_8";16
"heterogeneous";2016;5;"1_2_3_4_8";14
"heterogeneous";2017;5;"1_2_3_4_8";16
"heterogeneous";2018;5;"1_2_3_4_8";8
"heterogeneous";2019;5;"1_2_3_4_8";16
"heterogeneous";2015;5;"1_2_3_4_9";16
"heterogeneous";2016;5;"1_2_3_4_9";13
"heterogeneous";2017;5;"1_2_3_4_9";16
"heterogeneous";2018;5;"1_2_3_4_9";8
"heterogeneous";2019;5;"1_2_3_4_9";16
"heterogeneous";2015;5;"1_2_3_5_6";16
"heterogeneous";2016;5;"1_2_3_5_6";13
"heterogeneous";2017;5;"1_2_3_5_6";16
"heterogeneous";2018;5;"1_2_3_5_6";8
"heterogeneous";2019;5;"1_2_3_5_6";13
"heterogeneous";2015;5;"1_2_3_5_7";16
"heterogeneous";2016;5;"1_2_3_5_7";15
"heterogeneous";2017;5;"1_2_3_5_7";15
"heterogeneous";2018;5;"1_2_3_5_7";8
"heterogeneous";2019;5;"1_2_3_5_7";17
"heterogeneous";2015;5;"1_2_3_5_8";16
"heterogeneous";2016;5;"1_2_3_5_8";15
"heterogeneous";2017;5;"1_2_3_5_8";15
"heterogeneous";2018;5;"1_2_3_5_8";8
"heterogeneous";2019;5;"1_2_3_5_8";16
"heterogeneous";2015;5;"1_2_3_5_9";16
"heterogeneous";2016;5;"1_2_3_5_9";14
"heterogeneous";2017;5;"1_2_3_5_9";15
"heterogeneous";2018;5;"1_2_3_5_9";8
"heterogeneous";2019;5;"1_2_3_5_9";16
"heterogeneous";2015;5;"1_2_3_6_7";16
"heterogeneous";2016;5;"1_2_3_6_7";14
"heterogeneous";2017;5;"1_2_3_6_7";15
"heterogeneous";2018;5;"1_2_3_6_7";8
"heterogeneous";2019;5;"1_2_3_6_7";17
"heterogeneous";2015;5;"1_2_3_6_8";16
"heterogeneous";2016;5;"1_2_3_6_8";14
"heterogeneous";2017;5;"1_2_3_6_8";15
"heterogeneous";2018;5;"1_2_3_6_8";8
"heterogeneous";2019;5;"1_2_3_6_8";16
"heterogeneous";2015;5;"1_2_3_6_9";16
"heterogeneous";2016;5;"1_2_3_6_9";13
"heterogeneous";2017;5;"1_2_3_6_9";15
"heterogeneous";2018;5;"1_2_3_6_9";8
"heterogeneous";2019;5;"1_2_3_6_9";16
"heterogeneous";2015;5;"1_2_3_7_8";16
"heterogeneous";2016;5;"1_2_3_7_8";14
"heterogeneous";2017;5;"1_2_3_7_8";14
"heterogeneous";2018;5;"1_2_3_7_8";8
"heterogeneous";2019;5;"1_2_3_7_8";17
"heterogeneous";2015;5;"1_2_3_7_9";16
"heterogeneous";2016;5;"1_2_3_7_9";14
"heterogeneous";2017;5;"1_2_3_7_9";14
"heterogeneous";2018;5;"1_2_3_7_9";8
"heterogeneous";2019;5;"1_2_3_7_9";17
"heterogeneous";2015;5;"1_2_3_8_9";16
"heterogeneous";2016;5;"1_2_3_8_9";13
"heterogeneous";2017;5;"1_2_3_8_9";14
"heterogeneous";2018;5;"1_2_3_8_9";8
"heterogeneous";2019;5;"1_2_3_8_9";16
"heterogeneous";2015;5;"1_2_4_5_6";16
"heterogeneous";2016;5;"1_2_4_5_6";13
"heterogeneous";2017;5;"1_2_4_5_6";15
"heterogeneous";2018;5;"1_2_4_5_6";8
"heterogeneous";2019;5;"1_2_4_5_6";14
"heterogeneous";2015;5;"1_2_4_5_7";16
"heterogeneous";2016;5;"1_2_4_5_7";15
"heterogeneous";2017;5;"1_2_4_5_7";15
"heterogeneous";2018;5;"1_2_4_5_7";8
"heterogeneous";2019;5;"1_2_4_5_7";17
"heterogeneous";2015;5;"1_2_4_5_8";16
"heterogeneous";2016;5;"1_2_4_5_8";15
"heterogeneous";2017;5;"1_2_4_5_8";15
"heterogeneous";2018;5;"1_2_4_5_8";8
"heterogeneous";2019;5;"1_2_4_5_8";16
"heterogeneous";2015;5;"1_2_4_5_9";16
"heterogeneous";2016;5;"1_2_4_5_9";14
"heterogeneous";2017;5;"1_2_4_5_9";15
"heterogeneous";2018;5;"1_2_4_5_9";8
"heterogeneous";2019;5;"1_2_4_5_9";16
"heterogeneous";2015;5;"1_2_4_6_7";16
"heterogeneous";2016;5;"1_2_4_6_7";14
"heterogeneous";2017;5;"1_2_4_6_7";15
"heterogeneous";2018;5;"1_2_4_6_7";8
"heterogeneous";2019;5;"1_2_4_6_7";17
"heterogeneous";2015;5;"1_2_4_6_8";16
"heterogeneous";2016;5;"1_2_4_6_8";14
"heterogeneous";2017;5;"1_2_4_6_8";15
"heterogeneous";2018;5;"1_2_4_6_8";8
"heterogeneous";2019;5;"1_2_4_6_8";16
"heterogeneous";2015;5;"1_2_4_6_9";16
"heterogeneous";2016;5;"1_2_4_6_9";13
"heterogeneous";2017;5;"1_2_4_6_9";15
"heterogeneous";2018;5;"1_2_4_6_9";8
"heterogeneous";2019;5;"1_2_4_6_9";16
"heterogeneous";2015;5;"1_2_4_7_8";16
"heterogeneous";2016;5;"1_2_4_7_8";15
"heterogeneous";2017;5;"1_2_4_7_8";15
"heterogeneous";2018;5;"1_2_4_7_8";8
"heterogeneous";2019;5;"1_2_4_7_8";17
"heterogeneous";2015;5;"1_2_4_7_9";16
"heterogeneous";2016;5;"1_2_4_7_9";15
"heterogeneous";2017;5;"1_2_4_7_9";15
"heterogeneous";2018;5;"1_2_4_7_9";8
"heterogeneous";2019;5;"1_2_4_7_9";17
"heterogeneous";2015;5;"1_2_4_8_9";16
"heterogeneous";2016;5;"1_2_4_8_9";14
"heterogeneous";2017;5;"1_2_4_8_9";15
"heterogeneous";2018;5;"1_2_4_8_9";8
"heterogeneous";2019;5;"1_2_4_8_9";16
"heterogeneous";2015;5;"1_2_5_6_7";16
"heterogeneous";2016;5;"1_2_5_6_7";15
"heterogeneous";2017;5;"1_2_5_6_7";15
"heterogeneous";2018;5;"1_2_5_6_7";8
"heterogeneous";2019;5;"1_2_5_6_7";17
"heterogeneous";2015;5;"1_2_5_6_8";16
"heterogeneous";2016;5;"1_2_5_6_8";15
"heterogeneous";2017;5;"1_2_5_6_8";15
"heterogeneous";2018;5;"1_2_5_6_8";8
"heterogeneous";2019;5;"1_2_5_6_8";16
"heterogeneous";2015;5;"1_2_5_6_9";16
"heterogeneous";2016;5;"1_2_5_6_9";14
"heterogeneous";2017;5;"1_2_5_6_9";15
"heterogeneous";2018;5;"1_2_5_6_9";8
"heterogeneous";2019;5;"1_2_5_6_9";16
"heterogeneous";2015;5;"1_2_5_7_8";16
"heterogeneous";2016;5;"1_2_5_7_8";16
"heterogeneous";2017;5;"1_2_5_7_8";14
"heterogeneous";2018;5;"1_2_5_7_8";8
"heterogeneous";2019;5;"1_2_5_7_8";17
"heterogeneous";2015;5;"1_2_5_7_9";16
"heterogeneous";2016;5;"1_2_5_7_9";16
"heterogeneous";2017;5;"1_2_5_7_9";14
"heterogeneous";2018;5;"1_2_5_7_9";8
"heterogeneous";2019;5;"1_2_5_7_9";17
"heterogeneous";2015;5;"1_2_5_8_9";16
"heterogeneous";2016;5;"1_2_5_8_9";15
"heterogeneous";2017;5;"1_2_5_8_9";14
"heterogeneous";2018;5;"1_2_5_8_9";8
"heterogeneous";2019;5;"1_2_5_8_9";16
"heterogeneous";2015;5;"1_2_6_7_8";16
"heterogeneous";2016;5;"1_2_6_7_8";15
"heterogeneous";2017;5;"1_2_6_7_8";14
"heterogeneous";2018;5;"1_2_6_7_8";8
"heterogeneous";2019;5;"1_2_6_7_8";17
"heterogeneous";2015;5;"1_2_6_7_9";16
"heterogeneous";2016;5;"1_2_6_7_9";15
"heterogeneous";2017;5;"1_2_6_7_9";14
"heterogeneous";2018;5;"1_2_6_7_9";8
"heterogeneous";2019;5;"1_2_6_7_9";17
"heterogeneous";2015;5;"1_2_6_8_9";16
"heterogeneous";2016;5;"1_2_6_8_9";14
"heterogeneous";2017;5;"1_2_6_8_9";14
"heterogeneous";2018;5;"1_2_6_8_9";8
"heterogeneous";2019;5;"1_2_6_8_9";16
"heterogeneous";2015;5;"1_2_7_8_9";16
"heterogeneous";2016;5;"1_2_7_8_9";14
"heterogeneous";2017;5;"1_2_7_8_9";12
"heterogeneous";2018;5;"1_2_7_8_9";8
"heterogeneous";2019;5;"1_2_7_8_9";17
"heterogeneous";2015;5;"1_3_4_5_6";16
"heterogeneous";2016;5;"1_3_4_5_6";13
"heterogeneous";2017;5;"1_3_4_5_6";16
"heterogeneous";2018;5;"1_3_4_5_6";7
"heterogeneous";2019;5;"1_3_4_5_6";9
"heterogeneous";2015;5;"1_3_4_5_7";16
"heterogeneous";2016;5;"1_3_4_5_7";15
"heterogeneous";2017;5;"1_3_4_5_7";16
"heterogeneous";2018;5;"1_3_4_5_7";7
"heterogeneous";2019;5;"1_3_4_5_7";16
"heterogeneous";2015;5;"1_3_4_5_8";16
"heterogeneous";2016;5;"1_3_4_5_8";15
"heterogeneous";2017;5;"1_3_4_5_8";16
"heterogeneous";2018;5;"1_3_4_5_8";7
"heterogeneous";2019;5;"1_3_4_5_8";13
"heterogeneous";2015;5;"1_3_4_5_9";16
"heterogeneous";2016;5;"1_3_4_5_9";14
"heterogeneous";2017;5;"1_3_4_5_9";16
"heterogeneous";2018;5;"1_3_4_5_9";7
"heterogeneous";2019;5;"1_3_4_5_9";11
"heterogeneous";2015;5;"1_3_4_6_7";16
"heterogeneous";2016;5;"1_3_4_6_7";14
"heterogeneous";2017;5;"1_3_4_6_7";16
"heterogeneous";2018;5;"1_3_4_6_7";7
"heterogeneous";2019;5;"1_3_4_6_7";16
"heterogeneous";2015;5;"1_3_4_6_8";16
"heterogeneous";2016;5;"1_3_4_6_8";14
"heterogeneous";2017;5;"1_3_4_6_8";16
"heterogeneous";2018;5;"1_3_4_6_8";7
"heterogeneous";2019;5;"1_3_4_6_8";13
"heterogeneous";2015;5;"1_3_4_6_9";16
"heterogeneous";2016;5;"1_3_4_6_9";13
"heterogeneous";2017;5;"1_3_4_6_9";16
"heterogeneous";2018;5;"1_3_4_6_9";7
"heterogeneous";2019;5;"1_3_4_6_9";11
"heterogeneous";2015;5;"1_3_4_7_8";16
"heterogeneous";2016;5;"1_3_4_7_8";15
"heterogeneous";2017;5;"1_3_4_7_8";16
"heterogeneous";2018;5;"1_3_4_7_8";7
"heterogeneous";2019;5;"1_3_4_7_8";16
"heterogeneous";2015;5;"1_3_4_7_9";16
"heterogeneous";2016;5;"1_3_4_7_9";15
"heterogeneous";2017;5;"1_3_4_7_9";16
"heterogeneous";2018;5;"1_3_4_7_9";7
"heterogeneous";2019;5;"1_3_4_7_9";16
"heterogeneous";2015;5;"1_3_4_8_9";16
"heterogeneous";2016;5;"1_3_4_8_9";14
"heterogeneous";2017;5;"1_3_4_8_9";16
"heterogeneous";2018;5;"1_3_4_8_9";7
"heterogeneous";2019;5;"1_3_4_8_9";13
"heterogeneous";2015;5;"1_3_5_6_7";16
"heterogeneous";2016;5;"1_3_5_6_7";15
"heterogeneous";2017;5;"1_3_5_6_7";16
"heterogeneous";2018;5;"1_3_5_6_7";7
"heterogeneous";2019;5;"1_3_5_6_7";16
"heterogeneous";2015;5;"1_3_5_6_8";16
"heterogeneous";2016;5;"1_3_5_6_8";15
"heterogeneous";2017;5;"1_3_5_6_8";16
"heterogeneous";2018;5;"1_3_5_6_8";7
"heterogeneous";2019;5;"1_3_5_6_8";13
"heterogeneous";2015;5;"1_3_5_6_9";16
"heterogeneous";2016;5;"1_3_5_6_9";14
"heterogeneous";2017;5;"1_3_5_6_9";16
"heterogeneous";2018;5;"1_3_5_6_9";7
"heterogeneous";2019;5;"1_3_5_6_9";11
"heterogeneous";2015;5;"1_3_5_7_8";16
"heterogeneous";2016;5;"1_3_5_7_8";16
"heterogeneous";2017;5;"1_3_5_7_8";15
"heterogeneous";2018;5;"1_3_5_7_8";7
"heterogeneous";2019;5;"1_3_5_7_8";16
"heterogeneous";2015;5;"1_3_5_7_9";16
"heterogeneous";2016;5;"1_3_5_7_9";16
"heterogeneous";2017;5;"1_3_5_7_9";15
"heterogeneous";2018;5;"1_3_5_7_9";7
"heterogeneous";2019;5;"1_3_5_7_9";16
"heterogeneous";2015;5;"1_3_5_8_9";16
"heterogeneous";2016;5;"1_3_5_8_9";15
"heterogeneous";2017;5;"1_3_5_8_9";15
"heterogeneous";2018;5;"1_3_5_8_9";7
"heterogeneous";2019;5;"1_3_5_8_9";13
"heterogeneous";2015;5;"1_3_6_7_8";16
"heterogeneous";2016;5;"1_3_6_7_8";15
"heterogeneous";2017;5;"1_3_6_7_8";15
"heterogeneous";2018;5;"1_3_6_7_8";7
"heterogeneous";2019;5;"1_3_6_7_8";16
"heterogeneous";2015;5;"1_3_6_7_9";16
"heterogeneous";2016;5;"1_3_6_7_9";15
"heterogeneous";2017;5;"1_3_6_7_9";15
"heterogeneous";2018;5;"1_3_6_7_9";7
"heterogeneous";2019;5;"1_3_6_7_9";16
"heterogeneous";2015;5;"1_3_6_8_9";16
"heterogeneous";2016;5;"1_3_6_8_9";14
"heterogeneous";2017;5;"1_3_6_8_9";15
"heterogeneous";2018;5;"1_3_6_8_9";7
"heterogeneous";2019;5;"1_3_6_8_9";13
"heterogeneous";2015;5;"1_3_7_8_9";16
"heterogeneous";2016;5;"1_3_7_8_9";14
"heterogeneous";2017;5;"1_3_7_8_9";14
"heterogeneous";2018;5;"1_3_7_8_9";7
"heterogeneous";2019;5;"1_3_7_8_9";16
"heterogeneous";2015;5;"1_4_5_6_7";16
"heterogeneous";2016;5;"1_4_5_6_7";15
"heterogeneous";2017;5;"1_4_5_6_7";12
"heterogeneous";2018;5;"1_4_5_6_7";7
"heterogeneous";2019;5;"1_4_5_6_7";16
"heterogeneous";2015;5;"1_4_5_6_8";16
"heterogeneous";2016;5;"1_4_5_6_8";15
"heterogeneous";2017;5;"1_4_5_6_8";12
"heterogeneous";2018;5;"1_4_5_6_8";7
"heterogeneous";2019;5;"1_4_5_6_8";13
"heterogeneous";2015;5;"1_4_5_6_9";16
"heterogeneous";2016;5;"1_4_5_6_9";14
"heterogeneous";2017;5;"1_4_5_6_9";12
"heterogeneous";2018;5;"1_4_5_6_9";7
"heterogeneous";2019;5;"1_4_5_6_9";11
"heterogeneous";2015;5;"1_4_5_7_8";16
"heterogeneous";2016;5;"1_4_5_7_8";16
"heterogeneous";2017;5;"1_4_5_7_8";12
"heterogeneous";2018;5;"1_4_5_7_8";7
"heterogeneous";2019;5;"1_4_5_7_8";16
"heterogeneous";2015;5;"1_4_5_7_9";16
"heterogeneous";2016;5;"1_4_5_7_9";16
"heterogeneous";2017;5;"1_4_5_7_9";12
"heterogeneous";2018;5;"1_4_5_7_9";7
"heterogeneous";2019;5;"1_4_5_7_9";16
"heterogeneous";2015;5;"1_4_5_8_9";16
"heterogeneous";2016;5;"1_4_5_8_9";15
"heterogeneous";2017;5;"1_4_5_8_9";12
"heterogeneous";2018;5;"1_4_5_8_9";7
"heterogeneous";2019;5;"1_4_5_8_9";13
"heterogeneous";2015;5;"1_4_6_7_8";16
"heterogeneous";2016;5;"1_4_6_7_8";15
"heterogeneous";2017;5;"1_4_6_7_8";12
"heterogeneous";2018;5;"1_4_6_7_8";6
"heterogeneous";2019;5;"1_4_6_7_8";16
"heterogeneous";2015;5;"1_4_6_7_9";16
"heterogeneous";2016;5;"1_4_6_7_9";15
"heterogeneous";2017;5;"1_4_6_7_9";12
"heterogeneous";2018;5;"1_4_6_7_9";6
"heterogeneous";2019;5;"1_4_6_7_9";16
"heterogeneous";2015;5;"1_4_6_8_9";16
"heterogeneous";2016;5;"1_4_6_8_9";14
"heterogeneous";2017;5;"1_4_6_8_9";12
"heterogeneous";2018;5;"1_4_6_8_9";6
"heterogeneous";2019;5;"1_4_6_8_9";13
"heterogeneous";2015;5;"1_4_7_8_9";16
"heterogeneous";2016;5;"1_4_7_8_9";15
"heterogeneous";2017;5;"1_4_7_8_9";12
"heterogeneous";2018;5;"1_4_7_8_9";6
"heterogeneous";2019;5;"1_4_7_8_9";16
"heterogeneous";2015;5;"1_5_6_7_8";16
"heterogeneous";2016;5;"1_5_6_7_8";16
"heterogeneous";2017;5;"1_5_6_7_8";11
"heterogeneous";2018;5;"1_5_6_7_8";7
"heterogeneous";2019;5;"1_5_6_7_8";16
"heterogeneous";2015;5;"1_5_6_7_9";16
"heterogeneous";2016;5;"1_5_6_7_9";16
"heterogeneous";2017;5;"1_5_6_7_9";11
"heterogeneous";2018;5;"1_5_6_7_9";7
